1,2,1,2
2,3,1,2
3,4,1,2
4,5,1,2
5,6,1,2
6,7,1,2
7,8,1,2
8,9,1,2
9,10,1,2
10,11,1,2
11,12,1,2
12,13,1,2
13,14,1,2
14,15,1,2
15,16,1,
16,17,1,
17,18,1,
18,19,1,
19,20,1,
20,21,1,
21,22,1,
22,23,1,
23,24,1,
24,25,1,
15,26,2,
26,27,2,
27,28,2,
28,29,2,
29,30,2,
30,25,2,
25,33,2,
33,23,2,
23,31,2,
31,32,2,
