1,長岡駅東口,1
3,四郎丸4丁目,1
5,四郎丸,1
7,学校町1丁目,1
9,学校町,1
11,変電所前,1
13,中沢入口,1
15,中沢三叉路,1
17,中沢,1
19,栖吉小学校前,1
21,片貝入口,1
23,悠久山公園入口,1
25,悠久山,1
